"X","code","date","news","extract_code","extracted_date","sentiscore","final_sentiment"
11237,"https://www.klsescreener.com/v2/news/stock/6963","TheStar26 Mar, 2019 19:15pm - 1 day ago","vs industry posts rmmil profit in q","6963","2019-03-26",0,"neu"
11250,"https://www.klsescreener.com/v2/news/stock/6963","TheEdge07 Mar, 2019 10:28am - 2 weeks ago","vs industry active up   on positive technicals target price upgrade","6963","2019-03-07",1,"pos"
1844,"https://www.klsescreener.com/v2/news/stock/6963","TheEdge01 Mar, 2019 21:00pm - 2 weeks ago","vs industry secures contract to manufacture bissel home care products","6963","2019-03-01",0,"neu"
1842,"https://www.klsescreener.com/v2/news/stock/6963","TheStar02 Mar, 2019 00:00am - 2 weeks ago","eye on stock","6963","2019-03-02",0,"neu"
1839,"https://www.klsescreener.com/v2/news/stock/6963","TheEdge04 Mar, 2019 10:10am - 2 weeks ago","vs industry downgraded to hold at aminvestment bank price target rm ","6963","2019-03-04",0,"neu"
1838,"https://www.klsescreener.com/v2/news/stock/6963","TheStar04 Mar, 2019 10:27am - 2 weeks ago","aminvest research reduces vs industry to hold fv rm ","6963","2019-03-04",0,"neu"
1833,"https://www.klsescreener.com/v2/news/stock/6963","TheEdge07 Mar, 2019 08:26am - 1 week ago","rhb research raises target price for vs industry to rm ","6963","2019-03-07",0,"neu"
1832,"https://www.klsescreener.com/v2/news/stock/6963","TheStar07 Mar, 2019 08:29am - 1 week ago","rhb raises forecasts on vs industry tp increased to rm ","6963","2019-03-07",0,"neu"
1835,"https://www.klsescreener.com/v2/news/stock/6963","TheEdge05 Mar, 2019 10:52am - 1 week ago","bissel contract seen to contribute to vs industry profit from fy","6963","2019-03-05",0,"neu"
7127,"https://www.klsescreener.com/v2/news/stock/7004","TheStar22 Mar, 2019 07:51am - 3 weeks ago","mce wins rmmil jobs","7004","2019-03-22",1,"pos"
7125,"https://www.klsescreener.com/v2/news/stock/7004","Sinchew22 Mar, 2019 11:29am - 3 weeks ago","mce        ","7004","2019-03-22",0,"neu"
7124,"https://www.klsescreener.com/v2/news/stock/7004","Nanyang23 Mar, 2019 00:10am - 3 weeks ago","mce  ","7004","2019-03-23",0,"neu"
7123,"https://www.klsescreener.com/v2/news/stock/7004","Nanyang24 Mar, 2019 00:10am - 3 weeks ago","mce      ","7004","2019-03-24",0,"neu"
7122,"https://www.klsescreener.com/v2/news/stock/7004","TheEdge16 Apr, 2019 19:10pm - 1 day ago","mce teams up with taiwanese firms to make automotive audio visual products","7004","2019-04-16",0,"neu"
4296,"https://www.klsescreener.com/v2/news/stock/7006","TheEdge08 Mar, 2019 11:01am - 1 month ago","stock with momentum latitude tree holdings","7006","2019-03-08",0,"neu"
13797,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge21 Mar, 2019 01:01am - 3 weeks ago","feasibility study needed on kulim airport  penang cm","7016","2019-03-21",0,"neu"
13798,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge20 Mar, 2019 09:34am - 4 weeks ago","us malaysia still in talks over ngs extradition","7016","2019-03-20",0,"neu"
13811,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge10 Apr, 2019 17:00pm - 5 hours ago","tech crowd sharing could mitigate escalating medical costs","7016","2019-04-10",0,"neu"
13800,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge18 Mar, 2019 14:49pm - 1 month ago","agc prosecution didn t have all documents prior to charging ex goldman banker","7016","2019-03-18",0,"neu"
13801,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge12 Mar, 2019 10:32am - 1 month ago","ling told to testify in court","7016","2019-03-12",0,"neu"
13802,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge11 Mar, 2019 12:30pm - 1 month ago","transmile ex chairman tun dr ling liong sik told to testify in court","7016","2019-03-11",0,"neu"
13799,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge19 Mar, 2019 10:30am - 4 weeks ago","we have some papers not all","7016","2019-03-19",0,"neu"
13812,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge09 Apr, 2019 10:51am - 1 day ago","lip engs appeal against mca suit to be heard on nov ","7016","2019-04-09",1,"pos"
13813,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge08 Apr, 2019 19:18pm - 2 days ago","mca v lim lip eng court of appeal fixes hearing on nov ","7016","2019-04-08",1,"pos"
4722,"https://www.klsescreener.com/v2/news/stock/7016","TheStar25 Feb, 2019 09:16am - 1 month ago","encouraging new technology adoption","7016","2019-02-25",1,"pos"
4721,"https://www.klsescreener.com/v2/news/stock/7016","TheEdge26 Feb, 2019 16:21pm - 1 month ago","ex goldman banker roger ng withdraws appeal against bail dismissal","7016","2019-02-26",1,"pos"
8690,"https://www.klsescreener.com/v2/news/stock/7017","TheEdge26 Mar, 2019 08:28am - 3 weeks ago","komarkcorp may climb higher says rhb retail research","7017","2019-03-26",0,"neu"
8432,"https://www.klsescreener.com/v2/news/stock/7018","TheEdge05 Mar, 2019 14:32pm - 3 weeks ago","cme       ","7018","2019-03-05",0,"neu"
8436,"https://www.klsescreener.com/v2/news/stock/7018","TheEdge27 Feb, 2019 16:39pm - 4 weeks ago","palm oil futures slide after cme glitch hinders malaysian trade","7018","2019-02-27",-1,"neg"
8435,"https://www.klsescreener.com/v2/news/stock/7018","Orientaldaily27 Feb, 2019 18:25pm - 4 weeks ago","cme      ","7018","2019-02-27",0,"neu"
8433,"https://www.klsescreener.com/v2/news/stock/7018","TheEdge05 Mar, 2019 12:47pm - 3 weeks ago","cme group sees cpo prices recovering in ","7018","2019-03-05",0,"neu"
8430,"https://www.klsescreener.com/v2/news/stock/7018","TheEdge06 Mar, 2019 10:31am - 3 weeks ago","cpo prices to recover in   experts","7018","2019-03-06",1,"pos"
8429,"https://www.klsescreener.com/v2/news/stock/7018","TheEdge06 Mar, 2019 14:00pm - 3 weeks ago","cover story doing the maths on futures","7018","2019-03-06",0,"neu"
8412,"https://www.klsescreener.com/v2/news/stock/7018","TheStar28 Mar, 2019 08:02am - 1 week ago","fed officials push back on markets rate cut belief","7018","2019-03-28",0,"neu"
6896,"https://www.klsescreener.com/v2/news/stock/7020","TheEdge21 Mar, 2019 23:17pm - 1 week ago","mida s apprenticeship programme to go nationwide in phase two","7020","2019-03-21",0,"neu"
15973,"https://www.klsescreener.com/v2/news/stock/7020","TheStar25 Feb, 2019 09:16am - 1 month ago","ykgi expanding to peninsular malaysia","7020","2019-02-25",0,"neu"
9523,"https://www.klsescreener.com/v2/news/stock/7022","TheEdge25 Feb, 2019 18:46pm - 1 month ago","globetronics q net profit down  on lower revenue","7022","2019-02-25",0,"neu"
9522,"https://www.klsescreener.com/v2/news/stock/7022","TheStar26 Feb, 2019 08:05am - 1 month ago","globetronics quarterly net profit down ","7022","2019-02-26",0,"neu"
9524,"https://www.klsescreener.com/v2/news/stock/7022","TheStar25 Feb, 2019 18:36pm - 1 month ago","globetronics fy net profit up  despite q decline","7022","2019-02-25",-1,"neg"
9536,"https://www.klsescreener.com/v2/news/stock/7022","TheEdge26 Feb, 2019 10:22am - 4 weeks ago","globetronics hints of h slowdown as q earnings retreat","7022","2019-02-26",-1,"neg"
9534,"https://www.klsescreener.com/v2/news/stock/7022","TheEdge26 Feb, 2019 11:51am - 4 weeks ago","globetronics downgraded to hold at uob kay hian price target rm ","7022","2019-02-26",0,"neu"
372,"https://www.klsescreener.com/v2/news/stock/7022","TheStar11 Mar, 2019 00:00am - 1 week ago","new sensors set to land globetronics more customers","7022","2019-03-11",0,"neu"
12150,"https://www.klsescreener.com/v2/news/stock/7029","TheEdge19 Mar, 2019 10:50am - 2 weeks ago","stock with momentum master pack group","7029","2019-03-19",1,"pos"
8623,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge25 Mar, 2019 18:21pm - 2 days ago","scomi energy bags contracts worth rmm in kuwait","7045","2019-03-25",1,"pos"
8622,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge25 Mar, 2019 19:25pm - 2 days ago","scomi energy      ","7045","2019-03-25",0,"neu"
8604,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge04 Apr, 2019 17:40pm - 6 days ago","scomi counters rebound on news of new contract","7045","2019-04-04",0,"neu"
8615,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge26 Mar, 2019 09:45am - 1 day ago","       scomi energy  ","7045","2019-03-26",0,"neu"
8616,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge26 Mar, 2019 09:24am - 1 day ago","scomi energy active up  on bagging kuwaiti contracts","7045","2019-03-26",0,"neu"
8592,"https://www.klsescreener.com/v2/news/stock/7045","TheEdge08 Apr, 2019 09:06am - 2 days ago","scomi group on track to revive financial health","7045","2019-04-08",1,"pos"
17711,"https://www.klsescreener.com/v2/news/stock/7045","TheStar13 Apr, 2019 09:15am - 4 days ago","scomi works to fix its financials","7045","2019-04-13",1,"pos"
12453,"https://www.klsescreener.com/v2/news/stock/7047","TheEdge26 Mar, 2019 10:16am - 3 weeks ago","fajarbaru warns of rm m impairment of receivables","7047","2019-03-26",0,"neu"
12456,"https://www.klsescreener.com/v2/news/stock/7047","TheEdge25 Mar, 2019 16:09pm - 3 weeks ago","fajarbaru forewarns of rm m impairment on receivables","7047","2019-03-25",0,"neu"
12457,"https://www.klsescreener.com/v2/news/stock/7047","TheStar22 Mar, 2019 07:51am - 3 weeks ago","fajarbarus major client gets winding up order","7047","2019-03-22",0,"neu"
12459,"https://www.klsescreener.com/v2/news/stock/7047","TheEdge12 Mar, 2019 08:32am - 1 month ago","fajarbaru may trend higher says rhb retail research","7047","2019-03-12",0,"neu"
8539,"https://www.klsescreener.com/v2/news/stock/7051","TheEdge11 Mar, 2019 11:11am - 1 week ago","amtek falls   ahead of delisting from bursa","7051","2019-03-11",-1,"neg"
8540,"https://www.klsescreener.com/v2/news/stock/7051","TheStar11 Mar, 2019 09:35am - 1 week ago","amtek shares plunge  on delisting risk","7051","2019-03-11",-1,"neg"
8538,"https://www.klsescreener.com/v2/news/stock/7051","TheEdge11 Mar, 2019 11:28am - 1 week ago","      amtek   ","7051","2019-03-11",0,"neu"
8546,"https://www.klsescreener.com/v2/news/stock/7051","TheEdge08 Mar, 2019 18:49pm - 1 week ago","amtek faces delisting after bursa rejects request for more time to submit regularisation plan","7051","2019-03-08",-1,"neg"
8532,"https://www.klsescreener.com/v2/news/stock/7051","TheStar12 Mar, 2019 09:41am - 6 days ago","quick take amtek shares continue to fall under selling pressure plunge ","7051","2019-03-12",-1,"neg"
8545,"https://www.klsescreener.com/v2/news/stock/7051","TheEdge08 Mar, 2019 20:42pm - 1 week ago","        amtek   ","7051","2019-03-08",0,"neu"
9405,"https://www.klsescreener.com/v2/news/stock/7052","TheEdge13 Mar, 2019 16:14pm - 4 days ago","padini cut to hold at kaf seagroatt campbell bhd tp rm ","7052","2019-03-13",0,"neu"
9408,"https://www.klsescreener.com/v2/news/stock/7052","TheEdge01 Mar, 2019 11:15am - 2 weeks ago","stable earnings expected for padinis upcoming quarters","7052","2019-03-01",1,"pos"
9404,"https://www.klsescreener.com/v2/news/stock/7052","TheEdge13 Mar, 2019 16:29pm - 4 days ago","kaf           ","7052","2019-03-13",0,"neu"
9410,"https://www.klsescreener.com/v2/news/stock/7052","TheEdge28 Feb, 2019 16:41pm - 2 weeks ago","padini shares up  after group announces firmer earnings dividend","7052","2019-02-28",1,"pos"
9522,"https://www.klsescreener.com/v2/news/stock/7052","TheEdge27 Feb, 2019 22:53pm - 1 month ago","padini q net profit up   declares   sen dividend","7052","2019-02-27",0,"neu"
15431,"https://www.klsescreener.com/v2/news/stock/7066","TheEdge08 Mar, 2019 18:19pm - 1 month ago","yong tai to raise up to rmm via private placement","7066","2019-03-08",0,"neu"
6204,"https://www.klsescreener.com/v2/news/stock/7066","TheEdge12 Mar, 2019 10:54am - 6 days ago","terra square mall sale could be near term catalyst for yong tai","7066","2019-03-12",0,"neu"
6211,"https://www.klsescreener.com/v2/news/stock/7066","TheEdge26 Feb, 2019 15:22pm - 2 weeks ago","yong tai upgraded to hold at uob kay hian price target  sen","7066","2019-02-26",1,"pos"
6214,"https://www.klsescreener.com/v2/news/stock/7066","TheEdge25 Feb, 2019 17:51pm - 2 weeks ago","yong tai in the red for nd consecutive quarter as revenue halves","7066","2019-02-25",0,"neu"
10752,"https://www.klsescreener.com/v2/news/stock/7070","TheEdge21 Mar, 2019 20:05pm - 2 weeks ago","vizione wira syukur     ","7070","2019-03-21",0,"neu"
10751,"https://www.klsescreener.com/v2/news/stock/7070","Nanyang21 Mar, 2019 23:30pm - 2 weeks ago","        vertice     ","7070","2019-03-21",0,"neu"
10753,"https://www.klsescreener.com/v2/news/stock/7070","TheEdge21 Mar, 2019 19:30pm - 2 weeks ago","vizione says wira syukur exceeded profit guarantee","7070","2019-03-21",2,"pos"
10772,"https://www.klsescreener.com/v2/news/stock/7070","Sinchew30 Mar, 2019 09:24am - 4 days ago","     vertice   ","7070","2019-03-30",0,"neu"
10774,"https://www.klsescreener.com/v2/news/stock/7070","Nanyang22 Mar, 2019 00:11am - 1 week ago","         ws     ","7070","2019-03-22",0,"neu"
10743,"https://www.klsescreener.com/v2/news/stock/7070","TheStar05 Apr, 2019 08:35am - 5 days ago","vizione says rmmil is security deposit","7070","2019-04-05",0,"neu"
10745,"https://www.klsescreener.com/v2/news/stock/7070","TheEdge04 Apr, 2019 18:34pm - 6 days ago","vizione says rmm linked to graft probe paid to consortium zenith just a security deposit","7070","2019-04-04",0,"neu"
10721,"https://www.klsescreener.com/v2/news/stock/7070","TheStar11 Apr, 2019 08:20am - 6 days ago","vizione buys pembinaan angkasa to venture into property development","7070","2019-04-11",0,"neu"
7560,"https://www.klsescreener.com/v2/news/stock/7071","Nanyang26 Mar, 2019 23:50pm - 3 weeks ago","ocr           ","7071","2019-03-26",0,"neu"
16715,"https://www.klsescreener.com/v2/news/stock/7071","TheEdge25 Mar, 2019 20:14pm - 2 days ago","     ocr      ","7071","2019-03-25",0,"neu"
16711,"https://www.klsescreener.com/v2/news/stock/7071","TheEdge26 Mar, 2019 10:12am - 1 day ago","permaju ocr to develop rmb gdv project in kota kinabalu","7071","2019-03-26",0,"neu"
16713,"https://www.klsescreener.com/v2/news/stock/7071","TheStar25 Mar, 2019 22:38pm - 1 day ago","permaju industries ocr to develop rmbil project in kota kinabalu","7071","2019-03-25",0,"neu"
16716,"https://www.klsescreener.com/v2/news/stock/7071","TheEdge25 Mar, 2019 19:44pm - 2 days ago","permaju ocr to jointly develop rmb gdv project in kota kinabalu","7071","2019-03-25",0,"neu"
16714,"https://www.klsescreener.com/v2/news/stock/7071","Chinapress25 Mar, 2019 21:30pm - 1 day ago","     ocr          ","7071","2019-03-25",0,"neu"
16421,"https://www.klsescreener.com/v2/news/stock/7073","TheStar09 Apr, 2019 08:20am - 1 day ago","seacera undertakes cash call exercise to repay creditors","7073","2019-04-09",0,"neu"
16424,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge08 Apr, 2019 14:49pm - 2 days ago","seacera           ","7073","2019-04-08",0,"neu"
16425,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge08 Apr, 2019 13:52pm - 2 days ago","seacera looking for reputable partner to develop semenyih land","7073","2019-04-08",1,"pos"
16420,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge09 Apr, 2019 09:13am - 1 day ago","is a boardroom tussle brewing at seacera","7073","2019-04-09",0,"neu"
16429,"https://www.klsescreener.com/v2/news/stock/7073","TheStar30 Mar, 2019 07:50am - 1 week ago","seacera shareholder calls for egm for board changes","7073","2019-03-30",0,"neu"
16430,"https://www.klsescreener.com/v2/news/stock/7073","TheStar29 Mar, 2019 13:48pm - 1 week ago","quick take tiger synergy exec chairman seeks to oust two seacera directors","7073","2019-03-29",0,"neu"
16435,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge26 Mar, 2019 08:39am - 2 weeks ago","seacera upside may be capped says publicinvest research","7073","2019-03-26",0,"neu"
7237,"https://www.klsescreener.com/v2/news/stock/7073","TheStar11 Mar, 2019 12:57pm - 1 week ago","gloomy economic data send investors to the sidelines","7073","2019-03-11",-1,"neg"
7243,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge08 Mar, 2019 20:58pm - 1 week ago","seacera      ","7073","2019-03-08",0,"neu"
7244,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge08 Mar, 2019 20:42pm - 1 week ago","seacera to sell stake in construction unit in streamlining move","7073","2019-03-08",0,"neu"
16455,"https://www.klsescreener.com/v2/news/stock/7073","Chinapress10 Mar, 2019 23:10pm - 2 weeks ago","       spaz  ","7073","2019-03-10",0,"neu"
7282,"https://www.klsescreener.com/v2/news/stock/7073","TheEdge16 Apr, 2019 23:28pm - 23 hours ago","seacera adjourns egm shareholder tussle intensifies","7073","2019-04-16",0,"neu"
3155,"https://www.klsescreener.com/v2/news/stock/7076","TheEdge27 Feb, 2019 10:46am - 1 month ago","cbips poe units order book seen to remain strong","7076","2019-02-27",1,"pos"
3164,"https://www.klsescreener.com/v2/news/stock/7076","Sinchew13 Apr, 2019 12:27pm - 4 days ago","cb      ","7076","2019-04-13",0,"neu"
3165,"https://www.klsescreener.com/v2/news/stock/7076","Nanyang13 Apr, 2019 00:05am - 4 days ago","cb             ","7076","2019-04-13",0,"neu"
3162,"https://www.klsescreener.com/v2/news/stock/7076","Nanyang15 Apr, 2019 18:18pm - 2 days ago","cb            ","7076","2019-04-15",0,"neu"
3160,"https://www.klsescreener.com/v2/news/stock/7076","TheStar16 Apr, 2019 08:30am - 1 day ago","cbiph bags rmmil palm oil mill contract in png","7076","2019-04-16",0,"neu"
7412,"https://www.klsescreener.com/v2/news/stock/7077","Chinapress04 Mar, 2019 23:29pm - 3 weeks ago","kerjaya             ","7077","2019-03-04",0,"neu"
7410,"https://www.klsescreener.com/v2/news/stock/7077","Sinchew14 Mar, 2019 11:49am - 1 week ago","gsb    ","7077","2019-03-14",0,"neu"
7363,"https://www.klsescreener.com/v2/news/stock/7077","Sinchew02 Mar, 2019 17:40pm - 1 month ago","       gsb","7077","2019-03-02",0,"neu"
13483,"https://www.klsescreener.com/v2/news/stock/7078","TheEdge08 Mar, 2019 19:20pm - 1 week ago","uni wall         ","7078","2019-03-08",0,"neu"
13484,"https://www.klsescreener.com/v2/news/stock/7078","TheEdge08 Mar, 2019 18:17pm - 1 week ago","uni wall bags rm m job from azrb  it s second contract win this week","7078","2019-03-08",1,"pos"
13489,"https://www.klsescreener.com/v2/news/stock/7078","TheEdge27 Feb, 2019 08:33am - 2 weeks ago","azrb may move higher says rhb retail research","7078","2019-02-27",0,"neu"
13491,"https://www.klsescreener.com/v2/news/stock/7078","TheEdge25 Feb, 2019 12:17pm - 3 weeks ago","construction index down   as govt starts highway takeover talks","7078","2019-02-25",0,"neu"
6327,"https://www.klsescreener.com/v2/news/stock/7079","TheEdge15 Apr, 2019 17:30pm - 2 days ago","coffee break being runner up is nothing to shout about","7079","2019-04-15",-1,"neg"
15465,"https://www.klsescreener.com/v2/news/stock/7079","TheStar01 Mar, 2019 08:08am - 1 month ago","spore fund gic invests in crypto exchange coinbase","7079","2019-03-01",0,"neu"
15467,"https://www.klsescreener.com/v2/news/stock/7079","TheStar25 Feb, 2019 09:16am - 1 month ago","kitchen space rental heats up in china","7079","2019-02-25",0,"neu"
16002,"https://www.klsescreener.com/v2/news/stock/7080","TheStar26 Mar, 2019 09:20am - 2 weeks ago","permaju unit inks mou to complete rmbil gdv project","7080","2019-03-26",0,"neu"
2203,"https://www.klsescreener.com/v2/news/stock/7081","TheEdge21 Mar, 2019 08:30am - 1 week ago","cimb research downgrades pharmaniaga lowers target price to rm ","7081","2019-03-21",0,"neu"
2204,"https://www.klsescreener.com/v2/news/stock/7081","TheEdge20 Mar, 2019 16:39pm - 2 weeks ago","pharmaniaga downgraded to hold at cimb tp rm ","7081","2019-03-20",0,"neu"
2206,"https://www.klsescreener.com/v2/news/stock/7081","TheEdge06 Mar, 2019 10:00am - 4 weeks ago","values re emerge for pharmaniaga after sliding  since ge says hlib research","7081","2019-03-06",0,"neu"
2209,"https://www.klsescreener.com/v2/news/stock/7081","TheEdge25 Feb, 2019 10:23am - 1 month ago","non renewal of govt concession orders could be seen for pharmaniaga","7081","2019-02-25",-1,"neg"
2208,"https://www.klsescreener.com/v2/news/stock/7081","TheEdge16 Apr, 2019 11:04am - 1 day ago","midf amanah upgrades pharmaniaga to buy price target rm ","7081","2019-04-16",0,"neu"
7791,"https://www.klsescreener.com/v2/news/stock/7082","TheEdge05 Apr, 2019 19:25pm - 1 week ago","syf to cease bedroom furniture business","7082","2019-04-05",0,"neu"
10480,"https://www.klsescreener.com/v2/news/stock/7084","TheStar01 Mar, 2019 09:14am - 1 month ago","kenanga maintains underperform on ql tp of rm ","7084","2019-03-01",0,"neu"
10501,"https://www.klsescreener.com/v2/news/stock/7084","TheEdge14 Mar, 2019 09:48am - 2 weeks ago","hlib research raises target price for ql resources to rm","7084","2019-03-14",0,"neu"
1348,"https://www.klsescreener.com/v2/news/stock/7084","TheEdge28 Feb, 2019 19:21pm - 2 weeks ago","ql resources q net profit up   lifted by improved earnings in mpm segment","7084","2019-02-28",1,"pos"
1350,"https://www.klsescreener.com/v2/news/stock/7084","TheEdge25 Feb, 2019 10:22am - 3 weeks ago","wilmar profit likely to soften in qfy","7084","2019-02-25",0,"neu"
2858,"https://www.klsescreener.com/v2/news/stock/7085","Nanyang05 Apr, 2019 00:05am - 5 days ago","ltkm      ","7085","2019-04-05",0,"neu"
2860,"https://www.klsescreener.com/v2/news/stock/7085","TheEdge04 Apr, 2019 22:21pm - 6 days ago","ltkm charged for raising egg prices","7085","2019-04-04",0,"neu"
2861,"https://www.klsescreener.com/v2/news/stock/7085","TheStar04 Apr, 2019 18:59pm - 6 days ago","ltkm melaka faces charge of raising egg prices","7085","2019-04-04",0,"neu"
2856,"https://www.klsescreener.com/v2/news/stock/7085","TheStar05 Apr, 2019 09:38am - 1 week ago","quick take ltkm slides on charges for raising egg prices","7085","2019-04-05",0,"neu"
511,"https://www.klsescreener.com/v2/news/stock/7087","TheStar19 Mar, 2019 08:45am - 3 weeks ago","publicinvest maintains outperform on magni tech tp at rm ","7087","2019-03-19",1,"pos"
495,"https://www.klsescreener.com/v2/news/stock/7087","TheStar20 Mar, 2019 10:31am - 1 week ago","publicinvest maintains outperform call on magni tech","7087","2019-03-20",1,"pos"
508,"https://www.klsescreener.com/v2/news/stock/7087","TheStar19 Mar, 2019 09:13am - 3 weeks ago","quick take magni tech rises  on improved earnings","7087","2019-03-19",1,"pos"
497,"https://www.klsescreener.com/v2/news/stock/7087","TheEdge20 Mar, 2019 10:37am - 3 weeks ago","stock with momentum magni tech industries","7087","2019-03-20",0,"neu"
504,"https://www.klsescreener.com/v2/news/stock/7087","TheEdge19 Mar, 2019 09:45am - 1 week ago","magni tech up   on q earnings dividend","7087","2019-03-19",0,"neu"
509,"https://www.klsescreener.com/v2/news/stock/7087","TheStar19 Mar, 2019 07:41am - 1 week ago","magni tech net profit  higher in third quarter","7087","2019-03-19",0,"neu"
9596,"https://www.klsescreener.com/v2/news/stock/7087","TheEdge18 Mar, 2019 20:44pm - Just now ago","magni tech q profit up   declares  sen interim dividend","7087","2019-03-18",0,"neu"
9851,"https://www.klsescreener.com/v2/news/stock/7088","TheEdge19 Mar, 2019 10:34am - 4 weeks ago","resilient furniture product demand expected for poh huat","7088","2019-03-19",1,"pos"
9914,"https://www.klsescreener.com/v2/news/stock/7090","Nanyang02 Mar, 2019 00:00am - 2 weeks ago","apex         ","7090","2019-03-02",0,"neu"
2706,"https://www.klsescreener.com/v2/news/stock/7091","TheEdge13 Mar, 2019 11:31am - 2 weeks ago","stock with momentum unimech group","7091","2019-03-13",0,"neu"
2705,"https://www.klsescreener.com/v2/news/stock/7091","TheStar18 Mar, 2019 07:31am - 1 week ago","unimech counts on export markets","7091","2019-03-18",0,"neu"
10874,"https://www.klsescreener.com/v2/news/stock/7095","TheEdge07 Mar, 2019 11:01am - 3 weeks ago","pie earnings expected to pick up in h to make up for q shortfall","7095","2019-03-07",0,"neu"
5688,"https://www.klsescreener.com/v2/news/stock/7096","Sinchew07 Mar, 2019 10:43am - 1 week ago","gpa    ","7096","2019-03-07",0,"neu"
5833,"https://www.klsescreener.com/v2/news/stock/7096","TheEdge06 Mar, 2019 19:26pm - 4 weeks ago","gpa ceases personal care products trading business","7096","2019-03-06",0,"neu"
5832,"https://www.klsescreener.com/v2/news/stock/7096","TheEdge06 Mar, 2019 19:44pm - 4 weeks ago","gpa       ","7096","2019-03-06",0,"neu"
14879,"https://www.klsescreener.com/v2/news/stock/7096","TheEdge16 Apr, 2019 11:32am - 1 day ago","stock with momentum gpa holdings","7096","2019-04-16",0,"neu"
16470,"https://www.klsescreener.com/v2/news/stock/7097","TheEdge11 Apr, 2019 19:54pm - 6 days ago","ta win enters jv to set up new cable manufacturing business","7097","2019-04-11",1,"pos"
16467,"https://www.klsescreener.com/v2/news/stock/7097","TheStar12 Apr, 2019 08:15am - 5 days ago","ta win in jv to produce high margin cable products","7097","2019-04-12",1,"pos"
16465,"https://www.klsescreener.com/v2/news/stock/7097","TheEdge12 Apr, 2019 09:30am - 5 days ago","ta win rises   on plan to set up cable manufacturing business","7097","2019-04-12",1,"pos"
16460,"https://www.klsescreener.com/v2/news/stock/7097","TheStar13 Apr, 2019 08:50am - 4 days ago","eye on stock ta win holdings bhd","7097","2019-04-13",1,"pos"
16461,"https://www.klsescreener.com/v2/news/stock/7097","Nanyang13 Apr, 2019 00:05am - 4 days ago","      latitude     ","7097","2019-04-13",0,"neu"
6469,"https://www.klsescreener.com/v2/news/stock/7099","TheStar14 Mar, 2019 11:12am - 1 week ago","ghanas bond foray comes at a tricky time","7099","2019-03-14",-1,"neg"
12167,"https://www.klsescreener.com/v2/news/stock/7103","TheEdge27 Feb, 2019 08:46am - 4 weeks ago","kenanga research downgrades spritzer lowers target price to rm ","7103","2019-02-27",0,"neu"
3056,"https://www.klsescreener.com/v2/news/stock/7103","TheStar26 Mar, 2019 09:00am - 1 week ago","heatwave pushing up spritzer sales","7103","2019-03-26",0,"neu"
12486,"https://www.klsescreener.com/v2/news/stock/7106","TheStar07 Mar, 2019 08:32am - 1 week ago","affin hwang research retains overweight on rubber gloves","7106","2019-03-07",-1,"neg"
12346,"https://www.klsescreener.com/v2/news/stock/7107","TheEdge25 Feb, 2019 10:36am - 3 weeks ago","stock with momentum oriental food industries holdings","7107","2019-02-25",0,"neu"
16981,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge05 Apr, 2019 00:43am - 5 days ago","dr mahathir regrets people use money time to invent weapons","7108","2019-04-05",-1,"neg"
7899,"https://www.klsescreener.com/v2/news/stock/7108","TheStar28 Mar, 2019 09:11am - 6 days ago","teck guan hits limit up again","7108","2019-03-28",-1,"neg"
16982,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge04 Apr, 2019 19:15pm - 6 days ago","mahathir says public private sectors must work to achieve common goal","7108","2019-04-04",1,"pos"
16973,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge09 Apr, 2019 10:32am - 1 day ago","dr mahathir lee hold annual talks in putrajaya","7108","2019-04-09",0,"neu"
16985,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge04 Apr, 2019 10:30am - 6 days ago","src trial kicks off despite najibs last minute delay tactic","7108","2019-04-04",-1,"neg"
7890,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge29 Mar, 2019 11:54am - 5 days ago","stock with momentum teck guan perdana bhd","7108","2019-03-29",0,"neu"
7882,"https://www.klsescreener.com/v2/news/stock/7108","TheEdge03 Apr, 2019 17:57pm - 4 hours ago","ag s opening statement at najib s src trial","7108","2019-04-03",0,"neu"
